CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
C0001260,Garcia,663,Germany,Male,22,6,157103.05,2,1,0,98838.44,0
C0001261,Smith,582,France,Male,46,10,0.0,2,1,0,97451.76,1
C0001262,Jackson,657,Spain,Male,25,1,25080.88,1,1,0,70909.84,0
C0001263,Jackson,410,France,Female,25,10,85564.39,1,1,0,167135.69,0
C0001264,Smith,622,France,Male,71,4,0.0,2,0,0,96506.39,0
C0001265,Davis,568,France,Female,24,9,0.0,1,1,1,70500.63,1
C0001266,Smith,635,France,Female,36,6,135297.47,2,0,1,67534.86,0
C0001267,Jones,838,France,Female,56,5,0.0,1,0,1,75374.93,1
C0001268,Williams,598,France,Male,40,4,192334.58,2,1,1,169218.49,0
C0001269,Jones,421,Germany,Female,53,5,40552.32,2,1,0,85985.8,1
C0001270,Williams,642,France,Male,59,1,0.0,1,0,0,63881.76,0
C0001271,Thomas,738,Germany,Male,49,9,129521.34,1,1,1,180061.05,0
C0001272,Garcia,759,Spain,Male,62,0,106920.74,2,1,0,181156.4,0
C0001273,Smith,547,Spain,Female,21,0,0.0,2,1,0,142616.81,0
C0001274,Anderson,429,France,Male,47,7,154715.79,2,1,1,168677.1,0
C0001275,Davis,734,France,Male,68,2,0.0,2,1,0,169690.25,1
C0001276,Thomas,486,France,Male,59,10,134852.79,1,1,1,145426.98,0
C0001277,Smith,562,France,Male,56,2,145913.18,1,0,1,103748.35,0
C0001278,Miller,676,Spain,Female,22,8,158491.11,2,1,1,190193.11,0
C0001279,Williams,456,France,Female,20,5,49993.81,1,0,0,79105.61,1
C0001280,Davis,797,France,Female,39,3,0.0,1,0,1,162493.05,1
C0001281,Miller,556,Germany,Male,45,3,0.0,2,1,0,60924.31,1
C0001282,Thomas,501,Germany,Male,39,6,143952.22,4,1,1,137264.56,0
C0001283,Taylor,482,Germany,Female,39,5,56442.17,1,1,0,169386.41,1
C0001284,Jones,784,France,Male,51,1,0.0,1,1,0,150222.06,0
C0001285,Smith,515,France,Female,46,8,156473.57,2,1,0,147437.48,0
C0001286,Wilson,762,Germany,Male,60,1,81819.63,1,1,0,103831.96,0
C0001287,Williams,779,France,Female,59,7,185374.34,1,0,0,181999.36,0
C0001288,Miller,529,France,Male,72,3,0.0,2,0,1,76387.65,0
C0001289,Taylor,470,France,Male,30,9,0.0,1,0,1,183145.78,0
C0001290,Jones,523,France,Female,24,0,45216.34,1,1,1,26657.43,0
C0001291,Johnson,680,France,Female,27,0,64239.87,1,1,1,128016.72,0
C0001292,Miller,417,France,Male,45,8,181120.35,1,1,0,132077.23,0
C0001293,Thomas,536,Germany,Female,21,3,0.0,2,1,0,67292.97,0
C0001294,Moore,487,Germany,Female,49,0,97670.05,1,0,1,155760.88,0
C0001295,Jackson,703,Spain,Male,39,2,90329.28,1,1,0,54570.44,0
C0001296,Miller,737,France,Male,37,2,0.0,2,1,0,94362.01,0
C0001297,Anderson,657,France,Male,65,6,81498.24,3,1,1,181874.07,0
C0001298,Wilson,679,France,Male,37,5,168174.63,2,0,0,90964.59,0
C0001299,Williams,830,Germany,Female,23,7,0.0,2,1,1,168737.63,0
C0001300,Williams,587,Germany,Male,26,6,56229.84,2,0,0,37795.23,0
C0001301,Garcia,367,France,Male,45,0,91851.18,1,1,1,40581.76,0
C0001302,Miller,425,Spain,Male,30,2,85369.6,2,1,0,52052.58,0
C0001303,Williams,784,France,Male,48,8,55907.85,1,1,1,49696.0,0
C0001304,Anderson,500,Germany,Male,56,3,33259.62,2,1,1,196128.82,1
C0001305,Miller,457,Germany,Male,67,10,169851.57,1,1,0,40102.04,0
C0001306,Jackson,502,Spain,Male,31,10,107963.15,2,1,0,46908.14,0
C0001307,Brown,665,Germany,Female,39,2,56132.99,1,0,1,50688.33,1
C0001308,Moore,386,Spain,Male,54,4,0.0,1,1,1,127725.35,1
C0001309,Williams,801,France,Female,71,7,0.0,2,1,1,108661.26,0
C0001310,Moore,682,Spain,Male,62,0,146750.3,2,0,0,150186.95,0
C0001311,Garcia,495,France,Male,41,1,0.0,1,0,1,81739.16,0
C0001312,Brown,475,Spain,Male,25,6,0.0,2,0,1,27348.1,0
C0001313,Brown,634,Germany,Male,32,0,0.0,1,0,0,82296.39,0
C0001314,Wilson,457,Spain,Female,68,10,0.0,2,1,1,159314.31,0
C0001315,Williams,635,France,Female,58,4,30524.34,2,1,0,166605.81,0
C0001316,Smith,589,Germany,Female,23,9,75694.79,2,1,1,148446.51,0
C0001317,Anderson,724,Germany,Female,40,7,0.0,3,0,0,92713.75,1
C0001318,Moore,451,Germany,Male,42,5,0.0,2,1,1,129860.82,0
C0001319,Jones,569,France,Male,48,2,14295.12,1,1,1,45812.07,0
C0001320,Anderson,356,France,Female,63,6,130132.95,1,1,1,65322.6,1
C0001321,Smith,565,France,Female,46,2,107121.59,1,0,1,64435.76,0
C0001322,Davis,518,France,Female,40,4,37679.06,1,1,1,33577.46,0
C0001323,Jackson,423,Spain,Male,27,6,190250.46,2,0,1,189125.53,1
C0001324,Taylor,642,France,Male,26,1,164093.51,2,0,1,97681.94,0
C0001325,Jackson,376,Spain,Female,66,9,0.0,1,1,1,177322.6,1
C0001326,Davis,626,France,Male,30,3,65469.38,2,1,0,59923.22,1
C0001327,Miller,833,France,Male,49,1,48011.92,2,0,0,158214.91,0
C0001328,Smith,392,Spain,Male,66,6,68602.35,2,0,0,164736.33,0
C0001329,Wilson,656,Germany,Female,68,2,53305.38,2,1,1,20824.23,0
C0001330,Brown,442,France,Male,62,8,58989.58,1,1,0,26137.05,0
C0001331,Thomas,420,Germany,Female,58,10,0.0,2,0,0,185787.35,0
C0001332,Garcia,618,Germany,Male,18,5,74131.08,2,1,0,122387.16,0
C0001333,Smith,458,France,Female,18,0,0.0,1,1,1,71216.06,0
C0001334,Jackson,530,Spain,Female,54,9,15827.19,2,1,1,53486.83,0
C0001335,Taylor,564,Spain,Male,57,7,150882.53,1,1,0,167215.77,1
C0001336,Moore,796,Germany,Female,35,6,186372.97,1,0,0,54846.53,1
C0001337,Johnson,463,France,Male,53,0,199325.54,2,0,0,171874.12,0
C0001338,Johnson,534,Germany,Male,48,2,48112.38,2,1,1,132013.9,0
C0001339,Garcia,758,France,Female,71,2,82964.36,2,0,0,138836.38,0
C0001340,Smith,474,France,Male,18,2,194995.79,4,1,1,98744.78,0
C0001341,Brown,454,France,Male,64,6,0.0,1,0,0,26495.0,1
C0001342,Smith,586,France,Male,69,5,112497.55,3,0,1,119851.58,1
C0001343,Moore,490,Spain,Male,53,10,161863.25,1,0,1,148480.93,0
C0001344,Johnson,642,Germany,Female,74,1,15414.07,1,1,1,20550.35,1
C0001345,Brown,507,Germany,Male,26,4,0.0,2,1,1,24681.92,0
C0001346,Wilson,823,France,Female,39,5,47346.36,1,1,1,183271.41,1
C0001347,Smith,745,France,Female,73,1,96556.22,2,1,0,142462.67,1
C0001348,Wilson,798,France,Male,45,0,0.0,2,1,1,162329.47,0
C0001349,Davis,623,Spain,Male,43,3,91940.7,1,1,0,24772.11,0
C0001350,Thomas,727,France,Female,69,3,40687.7,1,1,1,92125.4,1
C0001351,Taylor,690,Spain,Male,27,3,0.0,1,1,0,154482.82,1
C0001352,Anderson,466,Germany,Male,73,0,102404.48,1,1,0,36471.38,1
C0001353,Brown,723,France,Male,64,2,23529.77,1,1,1,53907.47,0
C0001354,Taylor,411,Germany,Female,20,6,0.0,2,0,0,111594.31,0
C0001355,Smith,373,France,Female,19,3,101247.03,3,1,1,180806.26,0
C0001356,Brown,409,Spain,Male,71,1,66941.7,1,0,0,79191.78,1
C0001357,Jones,750,Spain,Male,54,7,79875.66,1,0,1,169006.67,0
C0001358,Davis,711,France,Female,73,10,194408.34,1,0,0,21655.07,0
C0001359,Wilson,665,France,Female,48,0,56970.02,1,1,0,52765.83,0
C0001360,Moore,614,Germany,Female,50,8,138551.41,1,1,0,72257.76,0
C0001361,Anderson,529,Spain,Female,49,4,0.0,1,0,1,147641.19,0
C0001362,Miller,581,France,Male,60,1,0.0,2,1,0,124272.3,0
C0001363,Jones,825,Germany,Female,29,3,0.0,1,1,1,67589.01,0
C0001364,Thomas,492,Germany,Male,20,2,0.0,1,1,1,124669.43,0
C0001365,Thomas,682,Germany,Male,72,6,0.0,2,1,0,180157.03,1
C0001366,Moore,761,France,Female,65,5,0.0,2,1,1,104491.26,0
C0001367,Garcia,594,Germany,Male,43,10,31657.9,1,1,0,145293.14,0
C0001368,Davis,430,Spain,Female,31,10,64509.75,2,1,1,82190.63,1
C0001369,Taylor,475,France,Male,29,8,55354.15,2,1,1,148271.07,0
C0001370,Johnson,486,France,Female,69,3,0.0,2,1,0,176064.96,1
C0001371,Thomas,405,Spain,Female,43,2,57333.75,2,1,1,122003.95,1
C0001372,Wilson,562,France,Male,33,6,0.0,1,1,1,89509.31,1
C0001373,Jones,443,Spain,Female,70,5,0.0,2,0,0,155765.55,0
C0001374,Moore,732,France,Male,25,4,88211.9,2,0,0,192101.31,0
C0001375,Miller,808,France,Female,66,9,0.0,2,1,1,32268.42,0
C0001376,Johnson,827,Spain,Male,66,6,0.0,2,1,0,112952.58,1
C0001377,Moore,641,France,Female,45,4,27732.19,1,1,1,52761.22,0
C0001378,Davis,477,Germany,Male,24,8,0.0,2,0,0,69323.76,0
C0001379,Moore,789,France,Male,32,3,108945.09,2,0,1,134505.93,0
C0001380,Thomas,566,Germany,Male,58,0,0.0,2,1,0,192762.74,0
C0001381,Moore,548,France,Male,53,9,140795.85,1,0,1,173547.01,1
C0001382,Johnson,369,France,Female,25,4,113451.76,2,0,1,66368.55,1
C0001383,Jones,404,Spain,Female,27,0,195741.45,2,1,1,24350.98,0
C0001384,Brown,595,France,Female,32,0,0.0,1,0,0,127879.87,0
C0001385,Jackson,600,Germany,Male,72,0,174641.81,1,1,1,116094.35,1
C0001386,Thomas,409,France,Male,35,0,12416.12,3,1,0,102849.61,0
C0001387,Garcia,512,Spain,Male,63,7,51073.26,2,1,0,105541.26,0
C0001388,Wilson,551,France,Female,54,1,0.0,2,1,0,126507.4,1
C0001389,Taylor,576,Spain,Female,58,8,62877.23,2,0,1,91468.98,0
C0001390,Jackson,478,France,Male,62,6,77255.18,1,0,0,50824.81,1
C0001391,Miller,811,France,Male,74,10,122239.92,2,1,0,66647.27,0
C0001392,Brown,394,France,Male,68,2,113105.77,2,0,1,31497.37,0
C0001393,Davis,546,France,Female,60,8,51944.42,3,1,1,30089.0,0
C0001394,Wilson,773,Germany,Female,61,3,176950.46,1,1,1,176132.29,1
C0001395,Jones,841,France,Female,52,6,129278.09,2,1,1,42568.46,1
C0001396,Anderson,515,Spain,Male,19,2,140222.36,2,1,0,32406.09,1
C0001397,Wilson,596,France,Female,72,4,167419.84,1,0,0,168747.39,0
C0001398,Miller,575,France,Female,39,3,0.0,1,1,1,191637.96,0
C0001399,Davis,629,Germany,Male,32,5,100066.94,2,0,1,57032.97,0
C0001400,Jones,609,Germany,Male,54,8,26399.27,2,1,0,156312.09,0
C0001401,Smith,696,France,Male,56,4,23938.64,2,1,0,49257.87,1
C0001402,Johnson,546,France,Male,53,0,0.0,2,1,1,142534.87,1
C0001403,Davis,456,France,Female,22,4,160046.24,2,1,0,142352.88,0
C0001404,Johnson,618,Germany,Male,74,4,0.0,2,1,0,97274.61,0
C0001405,Taylor,581,Germany,Female,65,8,170068.81,1,1,0,178762.15,1
C0001406,Garcia,754,France,Female,32,7,63446.76,1,1,0,41788.91,0
C0001407,Smith,450,Spain,Male,44,4,134434.24,1,1,0,105778.8,1
C0001408,Jones,509,Spain,Female,33,4,0.0,1,1,0,128313.63,0
C0001409,Wilson,771,Germany,Male,74,1,142318.67,1,1,0,156628.08,0
C0001410,Smith,444,Spain,Male,53,8,120108.11,2,0,0,45683.43,0
C0001411,Moore,765,France,Male,55,10,31515.53,2,1,0,116287.6,0
C0001412,Thomas,556,France,Male,35,3,31223.01,2,1,1,101892.73,0
C0001413,Jones,662,France,Male,52,6,36781.53,1,0,1,94954.48,1
C0001414,Thomas,781,France,Male,42,9,184974.57,1,1,1,84681.0,0
C0001415,Smith,763,Germany,Male,39,5,0.0,1,1,1,199446.81,1
C0001416,Taylor,584,Spain,Male,73,4,39080.59,2,1,1,50618.76,1
C0001417,Brown,676,France,Female,48,10,197808.08,1,1,0,155537.12,0
C0001418,Brown,771,France,Male,54,10,0.0,1,1,1,87843.63,1
C0001419,Anderson,828,France,Female,51,4,0.0,1,1,0,136835.68,1
C0001420,Moore,777,Spain,Male,40,6,170585.63,2,0,0,197893.78,0
C0001421,Anderson,503,France,Female,33,1,135805.26,2,0,1,105993.29,0
C0001422,Brown,449,Germany,Male,23,8,0.0,1,1,0,168400.83,0
C0001423,Miller,587,France,Female,32,1,73345.9,1,1,0,33669.12,0
C0001424,Wilson,456,France,Male,35,8,0.0,1,1,0,119828.74,0
C0001425,Davis,695,Spain,Female,55,10,55731.28,1,1,0,88787.69,0
C0001426,Jones,713,Spain,Male,30,3,28843.17,3,1,0,145849.8,0
C0001427,Thomas,479,France,Male,41,9,0.0,1,0,1,26636.23,0
C0001428,Wilson,648,Spain,Female,30,10,193318.05,1,0,0,100589.13,0
C0001429,Taylor,842,Germany,Male,18,9,0.0,1,1,1,109021.4,1
C0001430,Wilson,392,Spain,Male,65,5,71819.8,2,1,1,172044.76,0
C0001431,Taylor,412,France,Male,53,0,182197.55,2,1,0,89241.32,0
C0001432,Garcia,422,Germany,Female,66,4,126542.23,1,1,0,77710.53,0
C0001433,Jones,535,France,Female,35,5,0.0,2,1,1,90035.33,0
C0001434,Johnson,466,Germany,Male,65,8,193383.14,1,0,1,98805.5,0
C0001435,Jackson,653,France,Female,50,8,187963.56,2,1,1,65815.99,0
C0001436,Wilson,354,France,Male,55,8,141515.84,1,1,1,28146.24,1
C0001437,Moore,824,France,Male,60,2,105347.86,1,1,1,198254.36,0
C0001438,Smith,425,Germany,Female,23,3,65132.27,2,1,1,157786.15,0
C0001439,Davis,640,France,Female,34,7,188854.58,2,0,0,197380.83,0
C0001440,Anderson,698,Germany,Female,21,7,0.0,2,1,1,139294.87,0
C0001441,Thomas,749,Spain,Male,31,1,199122.44,2,0,0,178930.13,0
C0001442,Williams,432,France,Male,47,7,184475.48,1,0,0,101055.79,0
C0001443,Jones,782,Germany,Male,63,6,81958.03,1,1,1,82847.82,0
C0001444,Jones,409,France,Male,37,8,176324.15,2,0,0,198881.34,0
C0001445,Miller,456,Spain,Male,25,4,111601.96,1,1,0,50511.69,1
C0001446,Brown,466,France,Female,71,1,0.0,2,1,1,59014.97,1
C0001447,Smith,656,Germany,Female,19,4,101378.24,1,1,1,140270.69,0
C0001448,Jackson,732,Spain,Male,54,1,197984.16,1,1,1,65954.28,0
C0001449,Jackson,696,Spain,Male,21,4,0.0,2,0,1,97552.25,1
C0001450,Smith,431,Germany,Female,27,8,28200.91,1,0,1,187796.2,1
C0001451,Taylor,664,France,Male,37,6,173063.25,1,1,1,67841.0,0
C0001452,Brown,669,Germany,Female,73,6,0.0,2,1,1,111921.53,0
C0001453,Johnson,710,Spain,Male,70,0,33974.69,1,1,0,152601.17,0
C0001454,Jackson,490,Germany,Male,52,8,105914.76,2,0,1,32929.81,0
C0001455,Taylor,571,France,Female,65,5,138939.97,1,1,1,32978.06,0
C0001456,Johnson,759,Spain,Male,27,6,0.0,2,0,0,154263.47,0
C0001457,Johnson,419,Germany,Male,45,1,182650.2,1,1,0,185610.49,1
C0001458,Brown,736,Germany,Male,32,0,189200.11,1,1,0,126529.06,0
C0001459,Smith,820,France,Female,53,10,0.0,2,0,1,26870.17,0
C0001460,Jones,361,Germany,Female,18,3,0.0,2,0,1,101328.74,1
C0001461,Davis,646,France,Male,39,8,96176.44,1,1,0,149682.72,0
C0001462,Johnson,454,Germany,Male,44,8,121156.06,1,1,1,133721.73,0
C0001463,Thomas,556,France,Female,46,10,108240.46,3,0,0,55672.57,1
C0001464,Smith,414,Germany,Male,32,2,28756.29,1,0,0,29562.61,1
C0001465,Jones,412,Spain,Female,27,0,0.0,1,1,0,180075.09,0
C0001466,Johnson,527,France,Male,37,1,188800.86,1,1,0,60658.61,0
C0001467,Brown,780,Spain,Male,39,8,0.0,2,0,0,199239.52,0
C0001468,Jackson,357,France,Female,67,8,0.0,1,1,0,40775.63,1
C0001469,Brown,508,Spain,Male,65,0,71338.8,1,1,0,40583.44,0
C0001470,Williams,360,Spain,Female,70,8,33292.93,1,1,1,140263.31,1
C0001471,Garcia,622,Germany,Male,26,0,196277.5,2,0,1,68624.16,0
C0001472,Johnson,760,Germany,Male,73,9,36013.55,1,1,1,195390.72,0
C0001473,Taylor,729,Spain,Female,68,3,0.0,2,0,0,62663.26,0
C0001474,Thomas,444,France,Male,49,4,109167.13,1,1,0,132250.03,1
C0001475,Taylor,504,France,Female,34,7,22353.18,1,1,0,93155.31,0
C0001476,Smith,555,Germany,Male,59,4,130467.94,2,1,1,36253.15,1
C0001477,Smith,464,Spain,Female,36,4,0.0,2,1,0,147438.81,0
C0001478,Anderson,728,Spain,Female,57,3,57575.15,1,1,1,162276.7,0
C0001479,Miller,436,Spain,Male,44,8,0.0,2,1,1,168782.13,0
C0001480,Taylor,661,France,Female,68,7,132757.51,2,1,0,108197.74,0
C0001481,Moore,546,Spain,Female,54,8,40877.5,2,1,0,195662.32,0
C0001482,Anderson,699,France,Male,51,6,132441.05,1,0,0,163958.56,0
C0001483,Jones,447,Germany,Female,64,6,0.0,1,0,0,99221.96,1
C0001484,Jackson,780,France,Female,66,4,76411.12,1,0,0,37902.35,0
C0001485,Jones,368,France,Male,27,9,0.0,1,1,0,65788.72,1
C0001486,Anderson,662,France,Male,47,0,0.0,2,0,1,158985.33,0
C0001487,Wilson,764,France,Male,38,5,168082.58,4,1,0,178338.61,0
C0001488,Miller,365,Germany,Male,38,9,142490.55,2,1,0,139237.96,0
C0001489,Wilson,394,France,Female,71,5,0.0,1,1,0,89825.88,1
C0001490,Jones,504,France,Male,51,9,0.0,2,1,1,84077.21,0
C0001491,Wilson,794,France,Female,26,3,0.0,2,0,1,84581.98,0
C0001492,Thomas,759,France,Male,51,1,136581.13,1,0,1,108464.37,0
C0001493,Garcia,580,France,Male,67,0,0.0,1,0,0,150646.7,1
C0001494,Smith,506,France,Female,29,2,137697.06,2,1,1,49365.3,0
C0001495,Davis,462,Germany,Male,64,10,158342.2,2,1,0,23762.42,1
C0001496,Davis,848,Germany,Male,38,8,0.0,1,0,0,33761.68,1
C0001497,Jackson,726,Germany,Male,74,0,87063.87,1,1,1,139852.65,1
C0001498,Miller,708,France,Male,37,4,164687.23,2,1,0,172767.28,1
C0001499,Jones,732,France,Male,23,9,84064.34,2,1,0,93183.19,0
C0001500,Thomas,393,Spain,Female,67,5,132685.43,2,0,1,80779.56,1
C0001501,Garcia,714,Germany,Male,62,8,154459.85,2,1,1,23598.08,1
C0001502,Jones,762,France,Female,53,0,153540.73,1,1,0,30959.78,0
C0001503,Smith,714,France,Female,29,4,0.0,1,1,1,155854.35,0
C0001504,Johnson,459,France,Male,58,0,118454.65,2,1,1,36127.64,1
C0001505,Thomas,460,France,Male,48,1,126649.02,2,1,0,169107.34,1
C0001506,Garcia,572,France,Female,19,1,54621.17,2,0,0,160595.42,0
C0001507,Miller,735,Germany,Female,33,10,0.0,2,0,1,167503.51,1
C0001508,Smith,739,Germany,Male,18,4,28864.02,2,1,0,143467.81,0
C0001509,Moore,614,Germany,Male,21,9,16570.75,2,1,0,23786.79,1
C0001510,Davis,620,Spain,Male,64,3,66743.03,1,1,0,99816.89,0
C0001511,Garcia,561,Spain,Male,69,5,0.0,2,1,1,48292.13,0
C0001512,Jones,845,Germany,Female,18,4,174538.35,1,1,1,80858.24,1
C0001513,Moore,663,Spain,Female,69,1,33736.59,1,1,0,120332.5,1
C0001514,Williams,607,France,Male,64,8,0.0,1,1,1,151748.95,1
C0001515,Jones,736,France,Female,52,9,127805.11,2,1,1,61791.69,0
C0001516,Jones,596,France,Female,30,7,99138.74,2,1,1,80269.09,0
C0001517,Wilson,785,Germany,Male,67,8,198719.11,1,1,1,57793.0,0
C0001518,Taylor,404,Spain,Male,62,10,0.0,2,1,1,197163.62,1
C0001519,Wilson,658,France,Female,59,5,61364.62,3,1,0,187251.99,1
C0001520,Davis,699,Spain,Female,48,4,147092.01,2,0,0,137668.84,1
C0001521,Anderson,421,France,Female,37,4,0.0,2,1,1,168469.78,0
C0001522,Miller,645,Spain,Male,73,1,139500.61,1,1,0,149396.68,1
C0001523,Jackson,562,France,Male,24,10,16939.46,1,1,1,172747.54,0
C0001524,Taylor,644,France,Male,74,3,47923.47,1,0,1,188477.12,0
C0001525,Jackson,520,France,Female,57,1,0.0,3,1,1,187480.36,0
C0001526,Thomas,595,France,Female,50,1,0.0,2,0,0,123422.99,0
C0001527,Jackson,490,France,Male,45,7,115143.48,2,1,0,193638.76,0
C0001528,Miller,453,France,Female,67,3,59291.78,1,1,0,93360.86,1
C0001529,Garcia,454,Spain,Female,61,3,195916.7,2,1,0,54822.64,1
C0001530,Thomas,589,Germany,Female,67,6,88010.59,2,0,1,61665.86,1
C0001531,Jackson,770,France,Female,73,3,116736.63,2,1,1,102538.59,0
C0001532,Jones,660,Germany,Male,61,8,0.0,2,1,1,65561.89,1
C0001533,Williams,765,Germany,Female,37,8,174002.75,1,1,0,42879.4,0
C0001534,Thomas,747,France,Male,49,2,0.0,1,1,1,91417.69,0
C0001535,Jackson,670,France,Male,26,5,189187.2,1,1,1,124621.22,0
C0001536,Jackson,760,France,Female,51,6,162943.43,1,1,0,194239.17,0
C0001537,Brown,629,France,Female,31,2,24374.34,1,1,1,131697.71,0
C0001538,Garcia,720,Germany,Male,21,3,177824.38,1,1,0,159304.47,1
C0001539,Miller,718,France,Female,46,0,44498.86,1,0,0,142795.42,1
C0001540,Johnson,371,Germany,Female,32,10,21314.48,2,1,0,89240.89,0
C0001541,Williams,427,Germany,Female,34,8,52113.62,2,0,1,54035.41,1
C0001542,Miller,650,France,Male,36,6,0.0,1,0,0,70806.63,0
C0001543,Moore,741,Germany,Female,55,9,0.0,1,1,1,177775.92,1
C0001544,Miller,824,France,Male,26,6,0.0,2,1,0,48025.3,1
C0001545,Davis,544,Spain,Male,44,8,0.0,1,1,0,37561.66,0
C0001546,Wilson,669,France,Male,66,5,127152.91,1,1,0,173582.11,0
C0001547,Wilson,702,Spain,Male,32,7,0.0,2,1,1,118676.47,1
C0001548,Taylor,720,Germany,Female,54,4,198404.25,1,1,1,142850.16,1
C0001549,Thomas,780,France,Male,45,7,128508.11,1,1,1,168649.35,0
C0001550,Smith,370,Germany,Female,67,9,0.0,1,1,0,81205.16,1
C0001551,Smith,509,Spain,Male,72,0,88737.18,1,0,0,155021.16,0
C0001552,Garcia,581,Germany,Female,21,2,94814.12,2,1,0,133577.11,0
C0001553,Anderson,710,Spain,Female,38,3,198004.06,1,1,0,24466.52,0
C0001554,Smith,650,Spain,Female,73,10,0.0,2,1,1,149662.46,1
C0001555,Wilson,393,France,Female,51,8,39536.42,1,1,0,81971.82,0
C0001556,Smith,646,France,Female,36,7,75177.16,2,1,0,57434.49,0
C0001557,Jones,701,Germany,Female,54,7,181838.41,2,0,1,192993.18,0
C0001558,Smith,529,France,Female,21,1,0.0,1,0,0,158519.18,0
C0001559,Taylor,821,Spain,Male,54,6,0.0,1,1,0,24408.64,0
C0001560,Jackson,744,Spain,Female,68,2,36908.51,1,0,0,156770.63,1
C0001561,Jones,450,France,Male,49,5,0.0,1,0,0,173064.35,0
C0001562,Brown,464,France,Male,62,3,61734.16,1,1,0,84135.56,1
C0001563,Garcia,562,Spain,Female,65,5,0.0,2,1,1,78761.27,1
C0001564,Davis,367,France,Male,29,3,10872.37,3,0,0,96262.55,1
C0001565,Wilson,744,Spain,Female,58,2,103377.02,1,0,1,103920.61,0
C0001566,Jones,376,France,Male,73,1,174407.52,2,1,1,88505.97,0
C0001567,Davis,776,Germany,Male,33,3,79272.97,2,1,1,111113.2,0
C0001568,Garcia,707,France,Male,31,9,177374.59,1,1,1,195062.45,0
C0001569,Davis,798,Germany,Male,71,1,75915.66,2,1,0,25773.93,1
C0001570,Jones,787,France,Female,18,6,0.0,2,0,1,196860.11,0
C0001571,Davis,634,Germany,Male,69,0,0.0,2,1,1,172897.71,0
C0001572,Garcia,498,France,Male,72,10,107799.74,1,1,1,163521.51,1
C0001573,Jackson,634,Germany,Male,49,0,167379.26,1,0,1,101052.75,1
C0001574,Wilson,486,Spain,Male,38,4,171197.23,2,1,1,33513.49,1
C0001575,Brown,538,France,Female,21,6,24540.21,1,1,0,131386.92,0
C0001576,Smith,539,France,Male,26,0,186566.6,2,1,0,180965.55,0
C0001577,Smith,548,France,Female,73,3,109146.5,1,1,1,96508.12,0
C0001578,Williams,451,Germany,Female,68,4,0.0,1,1,0,32474.87,1
C0001579,Jones,828,Germany,Female,63,1,0.0,1,1,1,20973.03,0
C0001580,Moore,440,Germany,Female,39,6,130692.0,1,0,0,41492.52,1
C0001581,Brown,839,France,Male,29,3,0.0,1,1,0,129069.88,0
C0001582,Anderson,573,France,Male,47,7,0.0,2,1,1,198362.83,0
C0001583,Thomas,354,Germany,Female,47,0,0.0,1,1,0,148179.48,1
C0001584,Moore,702,France,Female,49,9,120420.65,1,1,1,48287.0,1
C0001585,Moore,364,Spain,Female,53,0,0.0,2,1,0,175280.08,1
C0001586,Davis,790,France,Female,24,0,131047.61,1,0,0,138847.44,0
C0001587,Davis,354,Germany,Male,34,3,123773.26,1,1,0,74280.41,0
C0001588,Johnson,753,France,Male,18,0,0.0,2,1,1,110301.07,0
C0001589,Jones,579,France,Female,31,4,0.0,1,0,1,92541.34,0
C0001590,Garcia,706,Germany,Female,64,5,126307.45,1,1,1,176818.37,0
C0001591,Wilson,686,Germany,Male,61,6,143506.14,2,1,1,191596.51,1
C0001592,Jackson,463,Spain,Female,61,7,180967.28,1,0,1,42263.71,0
C0001593,Anderson,353,France,Male,55,7,175553.67,2,1,1,46538.74,0
C0001594,Johnson,533,France,Male,43,1,78371.65,1,0,0,34842.57,0
C0001595,Jackson,562,Germany,Female,44,3,141074.32,2,1,1,88405.6,0
C0001596,Wilson,596,Germany,Female,62,6,98144.38,2,1,1,194790.27,1
C0001597,Brown,383,France,Male,33,8,100636.85,1,1,0,197715.67,0
C0001598,Anderson,645,France,Male,63,8,189615.81,1,0,0,127270.22,1
C0001599,Miller,802,France,Male,24,10,149229.72,2,1,0,103431.89,0
C0001600,Taylor,545,Spain,Female,49,2,0.0,2,0,1,74428.22,1
C0001601,Moore,755,France,Male,42,6,157226.32,1,1,1,20087.87,0
C0001602,Davis,476,France,Female,48,3,0.0,1,0,0,67312.06,0
C0001603,Thomas,491,France,Female,33,8,91240.94,2,1,1,46334.58,0
C0001604,Wilson,801,France,Female,72,6,30229.86,1,1,1,20357.0,0
C0001605,Johnson,485,France,Male,58,5,0.0,1,0,1,181278.96,1
C0001606,Miller,477,Germany,Female,31,8,0.0,2,1,1,35180.64,0
C0001607,Jones,672,France,Male,42,6,122206.95,1,1,0,147554.67,1
C0001608,Smith,523,Spain,Male,47,10,63646.18,1,1,1,186414.55,1
C0001609,Smith,762,France,Male,73,7,0.0,2,1,0,42873.66,0
C0001610,Davis,567,Germany,Male,24,10,60377.15,2,0,1,63288.27,0
C0001611,Jones,463,Spain,Female,29,4,0.0,1,0,0,62306.93,0
C0001612,Thomas,724,Germany,Male,20,3,0.0,2,1,0,35500.73,0
C0001613,Moore,699,Germany,Male,44,0,198466.23,2,1,0,183749.62,0
C0001614,Anderson,361,France,Female,63,7,0.0,1,1,0,172830.47,0
